loss,mape,val_loss,val_mape
0.10887697339057922,90560336.0,0.06495480239391327,80531680.0
0.04711117595434189,54349712.0,0.027606094256043434,44267804.0
0.03643244877457619,38321684.0,0.0246902946382761,42109496.0
0.03274784982204437,36290240.0,0.02152591571211815,38240884.0
0.029392817988991737,33519988.0,0.02002861350774765,38484076.0
0.02631332539021969,29756764.0,0.017572598531842232,29374372.0
0.02562883496284485,26677856.0,0.017433352768421173,28137684.0
0.024801557883620262,25144414.0,0.018114080652594566,31342750.0
0.024894028902053833,24967630.0,0.01908450573682785,33318176.0
0.024745134636759758,24966816.0,0.01698075607419014,28816326.0
0.024188058450818062,24570688.0,0.016685502603650093,24483136.0
0.02397388406097889,23801034.0,0.016805637627840042,29436024.0
0.02362188510596752,24350328.0,0.016166241839528084,24532640.0
0.023291079327464104,23568830.0,0.016806917265057564,30381358.0
0.02282397821545601,23931770.0,0.015718186274170876,26588558.0
0.022360868752002716,23077824.0,0.015699898824095726,27660548.0
0.02212356962263584,23291048.0,0.015154481865465641,24865954.0
0.02180248685181141,22350920.0,0.015378198586404324,27978284.0
0.021679291501641273,23265350.0,0.014862609095871449,22286324.0
0.02124137431383133,22501910.0,0.014785266481339931,27194962.0
0.020691176876425743,22269708.0,0.014898191206157207,28396600.0
0.020568570122122765,22546644.0,0.014161652885377407,21483880.0
0.020162176340818405,21393458.0,0.0152969341725111,30036044.0
0.019741429015994072,22359828.0,0.01330464705824852,22954234.0
0.019336972385644913,21707474.0,0.013055761344730854,22496338.0
0.018775105476379395,21118266.0,0.013134859502315521,26504440.0
0.018628647550940514,21366590.0,0.012653694488108158,25364886.0
0.018293596804142,21411786.0,0.012709740549325943,19927208.0
0.018120447173714638,20811602.0,0.01258755847811699,25798704.0
0.017407087609171867,20558104.0,0.012130282819271088,26195216.0
0.017290685325860977,21021252.0,0.011581989005208015,24250428.0
0.01687522605061531,20628412.0,0.011475736275315285,20215848.0
0.016658872365951538,19826634.0,0.011079957708716393,23630950.0
0.016676632687449455,20279936.0,0.010870865546166897,22776826.0
0.01642160676419735,20092850.0,0.010870732367038727,22558804.0
0.01617985963821411,19599076.0,0.012476175092160702,25875254.0
0.016566753387451172,19697800.0,0.010517599061131477,20698754.0
0.01613464206457138,19160936.0,0.01041531190276146,22613406.0
0.015912624076008797,19360436.0,0.010523268021643162,19904986.0
0.01593787968158722,19716508.0,0.010306591168045998,19540658.0
0.015927301719784737,18578304.0,0.010193418711423874,22977348.0
0.01564837619662285,19246828.0,0.010325242765247822,18640014.0
0.015893101692199707,18617696.0,0.009959018789231777,20557680.0
0.015472358092665672,18562474.0,0.009873892180621624,20902622.0
0.015211503021419048,18806986.0,0.009820024482905865,20282096.0
0.015270221047103405,18518140.0,0.010681349784135818,23800774.0
0.015074369497597218,18555058.0,0.009741435758769512,19255838.0
0.015198681503534317,18282028.0,0.009612279012799263,21382354.0
0.01472561713308096,18689138.0,0.009626923128962517,20805534.0
0.014771172776818275,17822816.0,0.00996545609086752,23514674.0
0.014665943570435047,18497460.0,0.009439000859856606,20746846.0
0.014626197516918182,17910528.0,0.01049832720309496,24332832.0
0.014624888077378273,18390706.0,0.009537463076412678,21302678.0
0.01446237601339817,17669654.0,0.009351915679872036,21850560.0
0.014255594462156296,17814928.0,0.009321755729615688,21992856.0
0.014127982780337334,17658030.0,0.009590793401002884,22768332.0
0.013795469887554646,17576850.0,0.009038303978741169,18236642.0
0.014092369005084038,17547738.0,0.00901792198419571,17717208.0
0.014104928821325302,17212666.0,0.008885206654667854,19416288.0
0.013953459449112415,17367538.0,0.008804180659353733,18764240.0
0.013761335983872414,17268642.0,0.008890461176633835,17214658.0
0.013843797147274017,17335394.0,0.008764264173805714,17201982.0
0.013395103625953197,16619576.0,0.008777717128396034,19229156.0
0.013370754197239876,16613877.0,0.008648901246488094,17638920.0
0.013666395097970963,16784016.0,0.00929445680230856,21686356.0
0.013505570590496063,17029288.0,0.008837476372718811,20516006.0
0.013327060267329216,16493545.0,0.008785238489508629,21090492.0
0.013171923346817493,16624151.0,0.00885667186230421,21302216.0
0.012877226807177067,16360205.0,0.008619029074907303,20125424.0
0.012908951379358768,16353601.0,0.00898155476897955,21446252.0
0.01282116025686264,16721018.0,0.008690066635608673,20066222.0
0.012909562326967716,15880897.0,0.009036042727530003,20807728.0
0.012772099114954472,16089694.0,0.00922155100852251,20346272.0
0.012772142887115479,15626872.0,0.009599870070815086,21851704.0
0.012736957520246506,16190601.0,0.007965093478560448,16625805.0
