loss,mape,val_loss,val_mape
0.08623547852039337,939828.1875,0.06828908622264862,4062718.5
0.06464312970638275,647603.875,0.04069185629487038,2737390.75
0.04364681616425514,461228.75,0.031747255474328995,1927142.0
0.039880506694316864,369006.375,0.029486458748579025,1720968.5
0.03797293081879616,342937.125,0.027308203279972076,1655599.5
0.03606361150741577,389404.21875,0.025622250512242317,1541994.125
0.03442620113492012,339748.5625,0.02418956533074379,1499016.375
0.032472364604473114,367460.34375,0.023150503635406494,1570905.75
0.03011164255440235,306063.59375,0.02338433638215065,1541708.0
0.028274061158299446,315693.3125,0.0200158953666687,1436434.25
0.025212768465280533,268253.5625,0.018079513683915138,1393681.0
0.022158166393637657,266825.15625,0.01554146222770214,1231075.0
0.019652172923088074,281085.9375,0.014479086734354496,1466055.625
0.017679473385214806,287253.25,0.013020389713346958,1370040.125
0.015326733700931072,285560.1875,0.016667600721120834,1342191.875
0.01475021056830883,254118.109375,0.0115851741284132,1229793.625
0.01403928641229868,220702.78125,0.012812091037631035,1220192.875
0.013184609822928905,247957.34375,0.011032065376639366,1079201.625
0.012588574551045895,232254.9375,0.010817596688866615,1040001.1875
0.012575599364936352,184323.484375,0.010511652566492558,939901.625
0.011667570099234581,214576.59375,0.01058510597795248,1091969.0
0.01182760763913393,197679.578125,0.010224888101220131,1073659.625
0.010912874713540077,188051.09375,0.010137703269720078,910686.625
0.011180534027516842,204572.78125,0.012778876349329948,1017003.5625
0.011806835420429707,211851.28125,0.009732244536280632,1010493.5625
0.010218437761068344,215798.234375,0.009426118806004524,925291.6875
0.010306175798177719,163591.703125,0.011206223629415035,872682.5625
0.010111074894666672,214166.921875,0.009003297425806522,777710.5
0.010313170962035656,203312.234375,0.008819547481834888,943651.125
0.009543253108859062,208669.734375,0.010110247880220413,879512.0625
0.009725932031869888,180820.09375,0.008779441937804222,907171.3125
0.008938989602029324,172681.859375,0.008552583865821362,885738.75
0.008954192511737347,197660.65625,0.008150323294103146,776347.75
0.008966823108494282,165296.859375,0.008599286898970604,793036.125
0.009288427419960499,168075.03125,0.008527977392077446,888292.25
0.008667589165270329,171239.390625,0.008148644119501114,940918.0
0.008458453230559826,196356.796875,0.009705900214612484,906644.8125
0.008471944369375706,172597.296875,0.007853676564991474,862472.0625
0.00795046053826809,147365.5625,0.007293318398296833,751938.625
0.008467650972306728,166318.0625,0.007200911175459623,693582.75
0.00791401881724596,157531.96875,0.007062768097966909,774944.75
0.007764644455164671,178343.0,0.007240457460284233,796957.625
0.007932910695672035,142283.28125,0.006751729641109705,787023.25
0.007211505435407162,133192.375,0.007548038847744465,831361.1875
0.007406217977404594,159005.078125,0.007009145338088274,813866.0625
0.007604135666042566,145769.203125,0.006901365704834461,685724.25
0.007418341934680939,187653.34375,0.006297864485532045,763572.0625
0.006886844057589769,135933.0,0.006293534766882658,701983.375
0.006800976116210222,146917.421875,0.006333158817142248,728112.625
0.006895577535033226,154260.21875,0.005980264395475388,718896.625
0.00685544777661562,151725.875,0.006591382436454296,683416.4375
0.006669400725513697,157935.3125,0.005827216897159815,671664.25
0.006519042421132326,140763.25,0.005695676896721125,677910.25
0.006450611166656017,150536.78125,0.00714289303869009,667137.5625
0.006562275346368551,138422.546875,0.005524586886167526,766447.875
0.006353210192173719,150587.640625,0.005399763118475676,701440.0625
0.006032293662428856,170669.671875,0.005343190860003233,731007.5
